label,time,step,c0,kind,h,kappa,dt,compacton_speed,max_ahead_HP_over_h2,best_fit_relL2,best_fit_corr,best_fit_A_over_h2,best_fit_center_ahead
kappa20p5,9.28780487804878,9520,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.1557487591685227,0.7940108230911401,0.6079036213201321,0.0962812752639104,3.438132478972811
kappa20p5,9.307317073170731,9540,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.13926731411317067,0.890101615181179,0.4557621250738766,0.07035738007206016,1.6041238792627581
kappa20p5,9.326829268292682,9560,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.14037918194578242,0.8472843516065541,0.5311395555997135,0.078298065118363,3.423985108770111
kappa20p5,9.346341463414634,9580,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.15033914309847932,0.7968710194628965,0.6041494668872632,0.09326312284854041,3.440186580520052
kappa20p5,9.365853658536585,9600,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.15162484116988087,0.8473695065085313,0.5310036906081611,0.11470678162071865,0.196459797678596
kappa20p5,9.385365853658536,9620,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.16732851543560728,0.8570903852342389,0.5151660620994207,0.11194605749493539,0.22334362126636798
kappa20p5,9.404878048780487,9640,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.1544472960185454,0.850325538489509,0.5262570461214998,0.09054932514913408,3.4507943852828475
kappa20p5,9.424390243902439,9660,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.148565526879333,0.8638880403739505,0.5036838827070562,0.11083217901860111,0.14644588082722265
kappa20p5,9.44390243902439,9680,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.16019883593175677,0.7246938798548511,0.6890709546200035,0.12235970263777045,3.4295134930901447
kappa20p5,9.463414634146341,9700,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.15365886466569043,0.8237486709237006,0.5669551368066411,0.09416913508400968,3.435590054482173
kappa20p5,9.482926829268292,9720,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.1497241302032895,0.886989719470848,0.46178917002570186,0.10426859591602998,0.2343832576027296
kappa20p5,9.502439024390243,9740,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.13825968665481794,0.8068068245324475,0.5908153246894232,0.08610431464141882,3.4351286114721553
kappa20p5,9.521951219512195,9760,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.13841435279742728,0.8525095264411539,0.5227116866180435,0.07926880909525741,3.4562996632029197
kappa20p5,9.541463414634146,9780,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.13566396949506437,0.8896827633739696,0.45657921607893737,0.0696155024742099,1.5767606116134658
kappa20p5,9.560975609756097,9800,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.13478676759107439,0.7819048154875997,0.6233978340652963,0.09356079606155536,3.4059951253181957
kappa20p5,9.580487804878048,9820,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.18120438281581364,0.7042559655856645,0.7099461493219071,0.13921922149070234,3.430953132848714
kappa20p5,9.6,9840,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.13409655042316612,0.9098952480868521,0.41483808589492627,0.062419691766180084,1.6286532199449582
kappa20p5,9.61951219512195,9860,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.12407405013549007,0.9175609848668841,0.3975950691974353,0.06359956418582961,1.6357328758139538
kappa20p5,9.639024390243902,9880,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.11047269758740393,0.9166198687278693,0.39975994828559797,0.04804746716333071,3.4321035171731964
kappa20p5,9.658536585365853,9900,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.11858512806203267,0.9234103152821043,0.38381426449599926,0.0579102410529639,1.4999756334611085
