n_fit,A,A_over_h2,profile_relL2,correlation,center_index,method,label,packet,t,window_half_cells
382.99010723014726,-5.144802781040925e-05,0.12862006952602312,0.000265848144378849,0.9999999646623813,2337.2401072301473,pade8,Pade-8,II,17.8,20
390.76737270839953,-5.144802793547123e-05,0.12862006983867807,0.0002658553875175129,0.9999999646604559,2347.5173727083993,pade8,Pade-8,II,17.85,20
398.5446382529369,-5.144802780193097e-05,0.1286200695048274,0.0002658580322927767,0.9999999646597527,2357.7946382529367,pade8,Pade-8,II,17.9,20
406.32190377265897,-5.144802751797879e-05,0.12862006879494697,0.0002658549950266052,0.9999999646605603,2368.071903772659,pade8,Pade-8,II,17.95,20
414.0991693564131,-5.144802656613468e-05,0.1286200664153367,0.0002658602363048356,0.999999964659167,2378.3491693564133,pade8,Pade-8,II,18.0,20
421.8764348767086,-5.144802809795768e-05,0.1286200702448942,0.0002658737944172866,0.999999964655562,2388.6264348767086,pade8,Pade-8,II,18.05,20
429.6537004743584,-5.144802772937387e-05,0.12862006932343467,0.0002658507678911271,0.9999999646616841,2398.903700474358,pade8,Pade-8,II,18.1,20
437.4309660262941,-5.1448027720369016e-05,0.12862006930092254,0.00026586402732914035,0.9999999646581588,2409.180966026294,pade8,Pade-8,II,18.15,20
445.20823149667604,-5.144802777849381e-05,0.12862006944623453,0.00026586004055766463,0.9999999646592186,2419.458231496676,pade8,Pade-8,II,18.2,20
452.98549711333476,-5.144802683248741e-05,0.1286200670812185,0.00026586291470481483,0.9999999646584548,2429.735497113335,pade8,Pade-8,II,18.25,20
460.762762656158,-5.14480272205421e-05,0.12862006805135523,0.00026586053871047427,0.9999999646590862,2440.012762656158,pade8,Pade-8,II,18.3,20
468.5400282266671,-5.144802738657004e-05,0.1286200684664251,0.0002658536011451631,0.9999999646609306,2450.290028226667,pade8,Pade-8,II,18.35,20
476.3172937115912,-5.14480271423307e-05,0.12862006785582675,0.0002658638338168779,0.9999999646582105,2460.567293711591,pade8,Pade-8,II,18.4,20
484.0945592417406,-5.1448027654092964e-05,0.1286200691352324,0.00026586103594888297,0.999999964658954,2470.8445592417406,pade8,Pade-8,II,18.45,20
491.87182478246245,-5.144802721801194e-05,0.12862006804502985,0.0002658592845582755,0.99999996465942,2481.1218247824627,pade8,Pade-8,II,18.5,20
499.6490904100647,-5.14480270692777e-05,0.12862006767319425,0.0002658723275658334,0.9999999646559524,2491.3990904100647,pade8,Pade-8,II,18.55,20
507.4263559417666,-5.144802747809493e-05,0.12862006869523732,0.0002658675279057119,0.999999964657228,2501.6763559417664,pade8,Pade-8,II,18.6,20
515.2036214453935,-5.1448027430458776e-05,0.12862006857614694,0.0002658596770356057,0.9999999646593156,2511.9536214453933,pade8,Pade-8,II,18.65,20
