case,sign,cell,time,rank,rho_F,max_ahead_HP_over_h2,fit_center_rel_cells,fit_A_over_h2,fit_relL2,fit_corr,candidate_peak_cell,candidate_peak_amp,edge_HP_over_h2
h002_mid_k20,1,118,2.36,5,1.130946548553021,0.09768754497066459,107.69800503780436,0.06539964208367036,0.9198161209622002,0.39234972106279287,106,0.07982851656065493,0.08836933787280055
h002_mid_k20,1,120,2.4,1,1.130946548553021,0.10909224473396963,172.81479117022695,0.05014312494095222,0.8608909682441309,0.5087894857361764,173,0.07471981563257794,0.062339406441841404
h002_mid_k20,1,120,2.4,2,1.130946548553021,0.10909224473396963,162.92993658975297,0.049596697078919054,0.8904878064550654,0.4550071060487364,167,0.01981259980398923,0.062339406441841404
h002_mid_k20,1,120,2.4,3,1.130946548553021,0.10909224473396963,162.9299350991538,0.04959671728699578,0.8921894417105412,0.451661377693768,162,0.07554327742789325,0.062339406441841404
h002_mid_k20,1,120,2.4,4,1.130946548553021,0.10909224473396963,102.1449910811292,0.06558901738514523,0.9134789123607493,0.4068860733328467,102,0.10909224473396963,0.062339406441841404
h002_mid_k20,1,120,2.4,5,1.130946548553021,0.10909224473396963,95.593143542868,0.05836716862030788,0.924328902991302,0.38159674932433124,94,0.06408068410034962,0.062339406441841404
h002_mid_k20,1,122,2.44,1,1.130946548553021,0.09655047469124078,170.20145445577293,0.05528077132886782,0.8475272335378455,0.5307519085332492,174,0.016856562118177754,0.09983670002597388
h002_mid_k20,1,122,2.44,2,1.130946548553021,0.09655047469124078,170.20145562302173,0.055280777152280684,0.8501269387073138,0.5265778081956463,171,0.07877799006892046,0.09983670002597388
h002_mid_k20,1,122,2.44,3,1.130946548553021,0.09655047469124078,163.65610716325887,0.05433680331925446,0.8832732956596626,0.4688584916310232,162,0.05919366618196301,0.09983670002597388
h002_mid_k20,1,122,2.44,4,1.130946548553021,0.09655047469124078,103.97431874589586,0.07657059480644514,0.8930124385338065,0.45003198177896736,102,0.07545135796083326,0.09983670002597388
h002_mid_k20,1,122,2.44,5,1.130946548553021,0.09655047469124078,103.97431799608967,0.07657060283748551,0.8938554055421047,0.4483553434310331,105,0.0736157645393077,0.09983670002597388
h002_mid_k20,1,124,2.48,1,1.130946548553021,0.10864682863052942,171.34774491297276,0.06216346410392318,0.8209336101842208,0.5710236489585189,171,0.08865322824234308,0.06744206923482664
h002_mid_k20,1,124,2.48,2,1.130946548553021,0.10864682863052942,171.34774268724118,0.062163463640596134,0.8288225897664985,0.5595114964795226,167,0.02302501669824635,0.06744206923482664
h002_mid_k20,1,124,2.48,3,1.130946548553021,0.10864682863052942,98.3081264374033,0.06848701698170509,0.8980602505130544,0.4398724661176576,98,0.10717082122695422,0.06744206923482664
h002_mid_k20,1,124,2.48,4,1.130946548553021,0.10864682863052942,105.72379401843341,0.06449783975258157,0.9180166557042149,0.3965418261036904,106,0.10864682863052942,0.06744206923482664
