label,epsilon,a0,cell,time,hp_edge,hp_ahead_max,hp_ahead_energy,mismatch_l2
h001_k5_epscrit,0.3687,0.005,737,7.37,0.0024579647110168205,2.7981433703363294e-05,8.788066965658109e-10,0.05175658902153658
h001_k5_epscrit,0.3687,0.005,738,7.38,0.002457819507860002,2.7398544034187e-05,8.436449519019423e-10,0.05182604818019596
h001_k5_epscrit,0.3687,0.005,739,7.390000000000001,0.0024546870052925018,2.794260691831168e-05,8.76367588808598e-10,0.051893704383381485
h001_k5_epscrit,0.3687,0.005,740,7.4,0.002454900987957474,2.7368219715268528e-05,8.417866488503746e-10,0.051963267663233934
h001_k5_epscrit,0.3687,0.005,741,7.41,0.0024516917055435053,2.790750125528619e-05,8.741614039402694e-10,0.0520309197052258
h001_k5_epscrit,0.3687,0.005,742,7.42,0.002452171857170862,2.733870883797864e-05,8.3997444425909e-10,0.05210053302816198
h001_k5_epscrit,0.3687,0.005,743,7.43,0.0024490892168895573,2.7878541241574165e-05,8.723525201876374e-10,0.052168217853960475
h001_k5_epscrit,0.3687,0.005,744,7.44,0.002449401956769666,2.7306631952074972e-05,8.380002850567559e-10,0.052237761998884816
h001_k5_epscrit,0.3687,0.005,745,7.45,0.0024461909224179276,2.7844270062714118e-05,8.702107712845788e-10,0.0523054502836688
h001_k5_epscrit,0.3687,0.005,746,7.46,0.002446579002043485,2.7276022923567156e-05,8.36126384672026e-10,0.052375055363267004
h001_k5_epscrit,0.3687,0.005,747,7.47,0.002443530269650502,2.781472001998125e-05,8.683685971010258e-10,0.05244279088792439
h001_k5_epscrit,0.3687,0.005,748,7.48,0.0024438910365323346,2.7245668968738275e-05,8.342626547449358e-10,0.05251234290052272
h001_k5_epscrit,0.3687,0.005,749,7.49,0.0024405121775822438,2.7777459313714428e-05,8.660356455595529e-10,0.052580036338216084
h001_k5_epscrit,0.3687,0.005,750,7.5,0.0024409450465373433,2.7212170845901865e-05,8.322127510992181e-10,0.052649615111951584
h001_k5_epscrit,0.3687,0.005,751,7.51,0.002437636337308898,2.7744602902955378e-05,8.639908650458976e-10,0.05271732900957933
h001_k5_epscrit,0.3687,0.005,752,7.5200000000000005,0.0024379110179141576,2.7176921627998838e-05,8.300520158462938e-10,0.052786863850302845
h001_k5_epscrit,0.3687,0.005,753,7.53,0.002434725705280997,2.771130000216228e-05,8.61922760851605e-10,0.05285461336248922
h001_k5_epscrit,0.3687,0.005,754,7.54,0.0024349410800828656,2.7143358392682794e-05,8.280000936640998e-10,0.05292411255130705
h001_k5_epscrit,0.3687,0.005,755,7.55,0.0024316658148073526,2.7675015873682155e-05,8.596624406925491e-10,0.052991873789717786
h001_k5_epscrit,0.3687,0.005,756,7.5600000000000005,0.002432115216015365,2.7112419490140413e-05,8.261160929030607e-10,0.05306144433246986
h001_k5_epscrit,0.3687,0.005,757,7.57,0.0024290336791089116,2.7646052158362613e-05,8.578679650276169e-10,0.05312923789134926
h001_k5_epscrit,0.3687,0.005,758,7.58,0.002429424164568786,2.7082274231516658e-05,8.242795959473434e-10,0.05319877671843303
h001_k5_epscrit,0.3687,0.005,759,7.59,0.002426181045563987,2.761252212140993e-05,8.557895196354787e-10,0.05326660230242513
h001_k5_epscrit,0.3687,0.005,760,7.6000000000000005,0.0024266810092761723,2.7052217099240177e-05,8.22452540718475e-10,0.053336203376494105
h001_k5_epscrit,0.3687,0.005,761,7.61,0.0024235778490631177,2.7583043417805087e-05,8.539620722124681e-10,0.05340404310939367
h001_k5_epscrit,0.3687,0.005,762,7.62,0.0024240582889538563,2.7021937283317915e-05,8.20606460443679e-10,0.053473585401308116
h001_k5_epscrit,0.3687,0.005,763,7.63,0.0024207352099074575,2.7548253370440772e-05,8.518051426800836e-10,0.05354137785491287
h001_k5_epscrit,0.3687,0.005,764,7.640000000000001,0.0024213094467911535,2.699188426790493e-05,8.187880247112962e-10,0.05361097363952877
h001_k5_epscrit,0.3687,0.005,765,7.65,0.0024179779676486535,2.7516825923344482e-05,8.498645041690879e-10,0.05367875129367261
h001_k5_epscrit,0.3687,0.005,766,7.66,0.002418577952038715,2.6961874220540165e-05,8.16971438148691e-10,0.05374835848992624
h001_k5_epscrit,0.3687,0.005,767,7.67,0.002415118056739175,2.7483566847387237e-05,8.478105207173789e-10,0.053816144619537216
h001_k5_epscrit,0.3687,0.005,768,7.68,0.002415662558149855,2.692829151865999e-05,8.149318507196408e-10,0.05388571501547836
h001_k5_epscrit,0.3687,0.005,769,7.69,0.0024123265229463557,2.7451473138530062e-05,8.458362011225302e-10,0.0539535540708089
h001_k5_epscrit,0.3687,0.005,770,7.7,0.002412934059791529,2.6898155850275016e-05,8.131091219882855e-10,0.05402316761376919
h001_k5_epscrit,0.3687,0.005,771,7.71,0.002409632868334477,2.7420306074137655e-05,8.439140189028184e-10,0.05409100395551618
h001_k5_epscrit,0.3687,0.005,772,7.72,0.002410338467767572,2.686976613856144e-05,8.113945826714323e-10,0.05416058534741447
h001_k5_epscrit,0.3687,0.005,773,7.73,0.0024066029357100137,2.7382931401359847e-05,8.416078996696888e-10,0.05422837190331129
h001_k5_epscrit,0.3687,0.005,774,7.74,0.0024072595885683396,2.6833887038072734e-05,8.092261827225152e-10,0.05429798183646921
