label,beta,cell,time,q,abs_q,hp_edge,hp_ahead_max,hp_ahead_energy
h001_k5_amplified,4.0,158,1.58,-0.08312372658880768,0.08312372658880768,0.056397885339462446,0.01009126624715971,0.0001322330632950771
h001_k5_amplified,4.0,159,1.59,0.07758704879830537,0.07758704879830537,0.05598388803527271,0.011617615993266436,0.00017734306050885875
h001_k5_amplified,4.0,160,1.6,-0.05903717075627385,0.05903717075627385,0.05791685142781771,0.014442806685696735,0.0002779003999052273
h001_k5_amplified,4.0,161,1.61,0.05085122520989857,0.05085122520989857,0.052643987033955716,0.015850033417103695,0.000339971884124823
h001_k5_amplified,4.0,162,1.62,-0.027245149685711588,0.027245149685711588,0.051721286578168414,0.01780577616316071,0.0004349996052916592
h001_k5_amplified,4.0,163,1.6300000000000001,0.01801460382343967,0.01801460382343967,0.047289097687155626,0.01806352509467015,0.0004536779624053687
h001_k5_amplified,4.0,164,1.6400000000000001,0.007820892225972775,0.007820892225972775,0.044258990775836664,0.018022082988060517,0.0004554383740508065
h001_k5_amplified,4.0,165,1.6500000000000001,-0.01661182171224899,0.01661182171224899,0.03781022861786271,0.016171667708565273,0.00036811582248040976
h001_k5_amplified,4.0,166,1.6600000000000001,0.04038627561222054,0.04038627561222054,0.032496950963044884,0.013887923972371303,0.0002703550330646006
h001_k5_amplified,4.0,167,1.67,-0.047260220315920524,0.047260220315920524,0.02491531271769365,0.010485916218468375,0.00015260374990296472
h001_k5_amplified,4.0,168,1.68,0.0667937458461397,0.0667937458461397,0.02021981036047088,0.007500439182934761,7.664682229622988e-05
h001_k5_amplified,4.0,169,1.69,-0.07232608977192681,0.07232608977192681,0.012993235138904123,0.004526481975242805,2.7415202057507737e-05
h001_k5_amplified,4.0,170,1.7,0.08661793935019552,0.08661793935019552,0.008979271078141624,0.0024024558126197024,7.5784050595931255e-06
h001_k5_amplified,4.0,171,1.71,-0.09080651607470386,0.09080651607470386,0.012597749764767496,0.000777979952447057,7.928219677439343e-07
h001_k5_amplified,4.0,172,1.72,0.10077587041438232,0.10077587041438232,0.017378673685520863,0.00010568274923191639,1.2421492908262336e-08
h001_k5_amplified,4.0,173,1.73,-0.10428608801917065,0.10428608801917065,0.02413752615127496,0.00079396435701406,7.74045027724598e-07
h001_k5_amplified,4.0,174,1.74,0.112216972581959,0.112216972581959,0.03524740143579592,0.0014351469791534569,2.5437191458838096e-06
h001_k5_amplified,4.0,175,1.75,-0.11386250911402893,0.11386250911402893,0.0426804120420225,0.0026376367807752084,8.65473809545539e-06
h001_k5_amplified,4.0,176,1.76,0.11928830560188011,0.11928830560188011,0.05331100270730597,0.003765833345718603,1.7743058989502925e-05
h001_k5_amplified,4.0,177,1.77,-0.11664464867012633,0.11664464867012633,0.05756466571891198,0.006348286985682084,5.10074534562963e-05
h001_k5_amplified,4.0,178,1.78,0.11690326824029341,0.11690326824029341,0.06425109933863549,0.00897871732348369,0.00010339284031455481
h001_k5_amplified,4.0,179,1.79,-0.10806904661013293,0.10806904661013293,0.07012846020274452,0.014102659833469318,0.00026058544544512797
h001_k5_amplified,4.0,180,1.8,0.10120576741989262,0.10120576741989262,0.0725971428715122,0.019656860627828843,0.0005201982858247637
h001_k5_amplified,4.0,181,1.81,-0.0863953113719211,0.0863953113719211,0.07204778875008734,0.02828737354618142,0.0011214283197631685
h001_k5_amplified,4.0,182,1.82,0.07524068278558367,0.07524068278558367,0.06994649627330049,0.036172354532742715,0.0019311319424313138
h001_k5_amplified,4.0,183,1.83,-0.06018136481184806,0.06018136481184806,0.06843333367527857,0.04470535603353909,0.0031451253084497843
h001_k5_amplified,4.0,184,1.84,0.04838400601498389,0.04838400601498389,0.06605290945818938,0.05120411383570817,0.00445102282364786
h001_k5_amplified,4.0,185,1.85,-0.03272845217152463,0.03272845217152463,0.06519014198984976,0.05684509704821987,0.005979532540512579
h001_k5_amplified,4.0,186,1.86,0.021254916410321338,0.021254916410321338,0.06360466404030693,0.05996593801746808,0.00735803526390672
h001_k5_amplified,4.0,187,1.87,-0.0053895791675975255,0.0053895791675975255,0.06179129186561842,0.06179129186561842,0.008709495530192292
h001_k5_amplified,4.0,188,1.8800000000000001,-0.005070601718957115,0.005070601718957115,0.06161580789629672,0.06161580789629672,0.0097923659001444
h001_k5_amplified,4.0,189,1.8900000000000001,0.02257382580733039,0.02257382580733039,0.06070325426354338,0.06070325426354338,0.010810573821086312
h001_k5_amplified,4.0,190,1.9000000000000001,-0.03095726880507765,0.03095726880507765,0.05924661649552351,0.05924661649552351,0.011514269598131767
h001_k5_amplified,4.0,191,1.9100000000000001,0.04883090603578518,0.04883090603578518,0.059502277659836525,0.059502277659836525,0.012134729452120796
h001_k5_amplified,4.0,192,1.92,-0.05369856129661053,0.05369856129661053,0.058376277150510275,0.058376277150510275,0.012403242237226867
h001_k5_amplified,4.0,193,1.93,0.0680970480186516,0.0680970480186516,0.05665417623533187,0.05665417623533187,0.01259146562839353
h001_k5_amplified,4.0,194,1.94,-0.0692824041842318,0.0692824041842318,0.056449464385726414,0.056449464385726414,0.012432111315064769
h001_k5_amplified,4.0,195,1.95,0.07756194187433242,0.07756194187433242,0.057974806469962864,0.055705412703765715,0.012208336402800453
h001_k5_amplified,4.0,196,1.96,-0.07372368788615546,0.07372368788615546,0.06776710324856298,0.053814244042841734,0.011569465976245193
h001_k5_amplified,4.0,197,1.97,0.07431373680356389,0.07431373680356389,0.07535173502797898,0.05147088038214481,0.010893596082421348
h001_k5_amplified,4.0,198,1.98,-0.06406803087865373,0.06406803087865373,0.07876348090992501,0.04974652789974025,0.009837945588955947
h001_k5_amplified,4.0,199,1.99,0.058213257290631655,0.058213257290631655,0.08149384912368574,0.047850171976274475,0.008850790326898849
