label,alpha,alpha_c,cell,time,unstable_subspace_norm,hp_edge,hp_ahead_max,hp_ahead_energy
h002_k20_rank3_full,1.0,0.11578513676636337,109,2.18,8.170459166610547e-12,0.0019133473292821063,0.0022995806463271167,2.5111170567087622e-05
h002_k20_rank3_full,1.0,0.11578513676636337,110,2.2,1.2263512193255135e-11,0.0019570328980384744,0.00231021834710111,2.5138517079459347e-05
h002_k20_rank3_full,1.0,0.11578513676636337,111,2.22,1.5854857249071186e-11,0.00046627931926093344,0.0023198914419474345,2.539099925784569e-05
h002_k20_rank3_full,1.0,0.11578513676636337,112,2.24,1.7070805229383027e-11,0.0025015970238794097,0.002328623387725577,2.545092122656207e-05
h002_k20_rank3_full,1.0,0.11578513676636337,113,2.2600000000000002,5.652275507563222e-12,0.0009476033375968052,0.002336409327264909,2.5474590719136682e-05
h002_k20_rank3_full,1.0,0.11578513676636337,114,2.2800000000000002,1.0666052487900304e-11,0.002685140506628243,0.0023432462704744486,2.5536658332710158e-05
h002_k20_rank3_full,1.0,0.11578513676636337,115,2.3000000000000003,1.7492166326601637e-11,0.0026762222194420637,0.002349152733246975,2.572568318532992e-05
h002_k20_rank3_full,1.0,0.11578513676636337,116,2.32,1.9330561693007788e-11,0.0020908718782538926,0.002354024662600582,2.5795330472028397e-05
h002_k20_rank3_full,1.0,0.11578513676636337,117,2.34,2.3493735525942328e-11,0.00219927323445068,0.002357978137380467,2.5956674868287725e-05
h002_k20_rank3_full,1.0,0.11578513676636337,118,2.36,5.7924109339070656e-12,0.0022971161025710264,0.0023609394605175944,2.6171526743243326e-05
h002_k20_rank3_full,1.0,0.11578513676636337,119,2.38,7.380668671053619e-12,0.0013722669516298136,0.0023629620235473114,2.620701461517685e-05
h002_k20_rank3_full,1.0,0.11578513676636337,120,2.4,8.624834290182074e-12,0.0025584356145939764,0.002364002500815173,2.62781134357192e-05
h002_k20_rank3_full,1.0,0.11578513676636337,121,2.42,1.381823570859051e-11,0.0019192655203001154,0.0023640613086655885,2.6471473737369464e-05
h002_k20_rank3_full,1.0,0.11578513676636337,122,2.44,1.547078781727962e-11,0.0007857914914287641,0.0023631690617070596,2.6516298532668477e-05
h002_k20_rank3_full,1.0,0.11578513676636337,123,2.46,1.9014729615480473e-11,0.003254328108858415,0.0023612993241994306,2.6575537404536818e-05
h002_k20_rank3_full,1.0,0.11578513676636337,124,2.48,6.958778691586452e-12,0.0007839815045982618,0.002358490726333484,2.6784846090017346e-05
h002_k20_rank3_full,1.0,0.11578513676636337,125,2.5,1.1821750128029417e-11,0.0023372402127424183,0.002354700815459365,2.6949399560150437e-05
h002_k20_rank3_full,1.0,0.11578513676636337,126,2.52,1.75540464229326e-11,0.0029361703114033555,0.002349993696393445,2.700558557517191e-05
h002_k20_rank3_full,1.0,0.11578513676636337,127,2.54,1.6164831626862732e-11,0.00079675624607281,0.0023443377885788504,2.725925063083122e-05
h002_k20_rank3_full,1.0,0.11578513676636337,128,2.56,5.076534042349574e-12,0.0033114844098563606,0.0023377525239605844,2.741689003969079e-05
