label,beta,cell,time,q,abs_q,hp_edge,hp_ahead_max,hp_ahead_energy
h001_k5_removed,0.0,165,1.6500000000000001,-0.010991240795592695,0.010991240795592695,0.002388903360348914,9.628712201593964e-05,1.1412668599667011e-08
h001_k5_removed,0.0,166,1.6600000000000001,0.013958733332448011,0.013958733332448011,0.0024293972352276757,9.316422425349073e-05,1.0674563595894234e-08
h001_k5_removed,0.0,167,1.67,-0.01414688215534589,0.01414688215534589,0.0005591219881101091,1.0212543751726464e-05,1.2872812796160609e-10
h001_k5_removed,0.0,168,1.68,0.016793380337657093,0.016793380337657093,0.004228356661086157,0.00011505846060202907,1.6258997478012316e-08
h001_k5_removed,0.0,169,1.69,-0.01709576663316715,0.01709576663316715,0.00809577437308236,0.0002526065112393566,7.844554178742001e-08
h001_k5_removed,0.0,170,1.7,0.019374993889448112,0.019374993889448112,0.011510948736700602,0.00039043137624613673,1.875387713115941e-07
h001_k5_removed,0.0,171,1.71,-0.01975904545777434,0.01975904545777434,0.013089501291686729,0.0004962171322422587,3.033785840129179e-07
h001_k5_removed,0.0,172,1.72,0.021912259791344327,0.021912259791344327,0.01628620181609519,0.0006203753766779304,4.7431590981410476e-07
h001_k5_removed,0.0,173,1.73,-0.02234403116520521,0.02234403116520521,0.015479539372908815,0.000682657927530642,5.753203782369048e-07
h001_k5_removed,0.0,174,1.74,0.02459297375118078,0.02459297375118078,0.017631980670233652,0.0007327508698954339,6.626021052360768e-07
h001_k5_removed,0.0,175,1.75,-0.02508610865333413,0.02508610865333413,0.017884883616372693,0.000821890562396863,8.347140395133888e-07
h001_k5_removed,0.0,176,1.76,0.027225831001216096,0.027225831001216096,0.020783052554403342,0.0009041415918699962,1.0098479299801147e-06
h001_k5_removed,0.0,177,1.77,-0.027644919075451545,0.027644919075451545,0.022616360046577712,0.0011046304597524296,1.5099165661852352e-06
h001_k5_removed,0.0,178,1.78,0.02944735690073422,0.02944735690073422,0.026810007931245886,0.001279735707887706,2.027263867381165e-06
h001_k5_removed,0.0,179,1.79,-0.029463540768282677,0.029463540768282677,0.02706856121093094,0.0015665875549143507,3.0463812866941006e-06
h001_k5_removed,0.0,180,1.8,0.031171863193659038,0.031171863193659038,0.027164371067137233,0.001541335147398031,2.9502925861329363e-06
h001_k5_removed,0.0,181,1.81,-0.031162025846535102,0.031162025846535102,0.028641860066250288,0.0018099162582968988,4.0747806176245e-06
h001_k5_removed,0.0,182,1.82,0.032779014908836765,0.032779014908836765,0.031169928591214823,0.0018489888723893203,4.252629269029057e-06
h001_k5_removed,0.0,183,1.83,-0.03191574387471651,0.03191574387471651,0.035630062218068595,0.002447264666861262,7.468544058655418e-06
h001_k5_removed,0.0,184,1.84,0.03328610971464764,0.03328610971464764,0.03665085439207952,0.0025811444258411215,8.323444422787256e-06
h001_k5_removed,0.0,185,1.85,-0.03103381686246415,0.03103381686246415,0.040433619636224445,0.0033896807525677372,1.4406043295356851e-05
h001_k5_removed,0.0,186,1.86,0.031946220511710616,0.031946220511710616,0.03989780518373734,0.00353636453594897,1.5726506881578155e-05
h001_k5_removed,0.0,187,1.87,-0.028593297897884402,0.028593297897884402,0.04074977223726466,0.0043117267198618196,2.34707197463129e-05
h001_k5_removed,0.0,188,1.8800000000000001,0.029099431038650758,0.029099431038650758,0.039603910719049715,0.004293252784536636,2.3330835128121132e-05
h001_k5_removed,0.0,189,1.8900000000000001,-0.025011967018648808,0.025011967018648808,0.0414008631526455,0.004981821667316108,3.1503616227995464e-05
h001_k5_removed,0.0,190,1.9000000000000001,0.02503445736853429,0.02503445736853429,0.039745509842832726,0.004886596914492571,3.037284321508566e-05
h001_k5_removed,0.0,191,1.9100000000000001,-0.019723339930257343,0.019723339930257343,0.04373612526253541,0.005664340747578394,4.0898015237285216e-05
